[2021-10-18 13:17:41,061] DEBUG in urllib3.connectionpool: Starting new HTTPS connection (1): localhost:8000
[2021-10-18 16:49:50,888] DEBUG in urllib3.connectionpool: Starting new HTTP connection (1): localhost:8000
[2021-10-18 17:08:47,405] DEBUG in urllib3.connectionpool: Starting new HTTP connection (1): localhost:8000
[2021-10-18 17:08:51,573] DEBUG in urllib3.connectionpool: Starting new HTTP connection (1): localhost:8000
[2021-10-18 17:09:53,330] DEBUG in urllib3.connectionpool: Starting new HTTP connection (1): localhost:8000
[2021-10-18 17:17:38,777] DEBUG in urllib3.connectionpool: Starting new HTTP connection (1): localhost:8000
[2021-10-18 18:12:45,020] DEBUG in urllib3.connectionpool: Starting new HTTP connection (1): localhost:8000
[2021-10-19 19:50:20,944] DEBUG in urllib3.connectionpool: Starting new HTTP connection (1): localhost:8000
[2021-10-22 16:19:02,736] DEBUG in users: WHERE "username = ? AND password = ?", ['chris', 'password2']
[2021-10-22 16:19:06,837] DEBUG in users: WHERE "username = ? AND password = ?", ['chris', 'password3']
[2021-10-22 16:23:46,604] DEBUG in users: WHERE "username = ? AND password = ?", ['chris', 'password3']
[2021-10-22 16:44:17,457] DEBUG in users: WHERE "username = ?", ['chris']
[2021-10-22 16:44:29,570] DEBUG in users: WHERE "username = ?", ['chris']
[2021-10-22 17:03:19,669] DEBUG in urllib3.connectionpool: Starting new HTTP connection (1): localhost:5000
[2021-10-22 17:03:19,676] DEBUG in urllib3.connectionpool: http://localhost:5000 "GET /user/verify?username=%22chris%22?password=%22password2%22 HTTP/1.1" 404 3512
[2021-10-22 17:04:07,320] DEBUG in urllib3.connectionpool: Starting new HTTP connection (1): localhost:5000
[2021-10-22 17:04:07,327] DEBUG in urllib3.connectionpool: http://localhost:5000 "GET /user/verify?username=chris&password=password2 HTTP/1.1" 404 3512
[2021-10-22 17:04:46,035] DEBUG in urllib3.connectionpool: Starting new HTTP connection (1): localhost:5000
[2021-10-22 17:04:46,042] DEBUG in urllib3.connectionpool: http://localhost:5000 "GET /user/verify?username=chris&password=password2 HTTP/1.1" 404 3512
[2021-10-22 17:05:12,303] DEBUG in urllib3.connectionpool: Starting new HTTP connection (1): localhost:5000
[2021-10-22 17:05:12,309] DEBUG in urllib3.connectionpool: http://localhost:5000 "GET /user/verify?username=chris?password=password2 HTTP/1.1" 404 3512
[2021-10-22 17:05:18,570] DEBUG in urllib3.connectionpool: Starting new HTTP connection (1): localhost:5000
[2021-10-22 17:05:18,572] DEBUG in urllib3.connectionpool: http://localhost:5000 "GET /user/verify?username=chris?password=password3 HTTP/1.1" 404 3512
[2021-10-22 17:05:21,369] DEBUG in urllib3.connectionpool: Starting new HTTP connection (1): localhost:5000
[2021-10-22 17:05:21,371] DEBUG in urllib3.connectionpool: http://localhost:5000 "GET /user/verify?username=chris?password=password2 HTTP/1.1" 404 3512
[2021-10-22 17:05:48,501] DEBUG in urllib3.connectionpool: Starting new HTTP connection (1): localhost:5000
[2021-10-22 17:05:48,508] DEBUG in urllib3.connectionpool: http://localhost:5000 "GET /user/verify?username=chris?password=password2 HTTP/1.1" 404 3512
[2021-10-22 17:06:41,107] DEBUG in urllib3.connectionpool: Starting new HTTP connection (1): localhost:5000
[2021-10-22 17:06:41,109] DEBUG in urllib3.connectionpool: http://localhost:5000 "GET /user/verify?username=chris?password=password2 HTTP/1.1" 404 3512
[2021-10-22 17:07:27,370] DEBUG in urllib3.connectionpool: Starting new HTTP connection (1): localhost:5000
[2021-10-22 17:07:27,376] DEBUG in urllib3.connectionpool: http://localhost:5000 "GET /user/verify?username=chris%20password=password2 HTTP/1.1" 404 3512
[2021-10-22 17:09:49,159] DEBUG in urllib3.connectionpool: Starting new HTTP connection (1): localhost:5000
[2021-10-22 17:09:49,166] DEBUG in urllib3.connectionpool: http://localhost:5000 "GET /user/verify?username=chris&password=password2 HTTP/1.1" 404 3512
[2021-10-22 17:11:41,356] DEBUG in urllib3.connectionpool: Starting new HTTP connection (1): localhost:5000
[2021-10-22 17:11:41,359] DEBUG in urllib3.connectionpool: http://localhost:5000 "GET /user/verify?username=chris&password=password2 HTTP/1.1" 404 3512
[2021-10-22 17:11:50,363] DEBUG in urllib3.connectionpool: Starting new HTTP connection (1): localhost:5000
[2021-10-22 17:11:50,369] DEBUG in urllib3.connectionpool: http://localhost:5000 "GET /user/verify?username=chris&password=password2 HTTP/1.1" 404 3512
[2021-10-22 17:12:24,825] DEBUG in urllib3.connectionpool: Starting new HTTP connection (1): 0.0.0.0:5000
[2021-10-22 17:12:24,831] DEBUG in urllib3.connectionpool: http://0.0.0.0:5000 "GET /user/verify?username=chris&password=password2 HTTP/1.1" 404 3512
[2021-10-22 17:13:19,253] DEBUG in urllib3.connectionpool: Starting new HTTP connection (1): localhost:5000
[2021-10-22 17:13:19,278] DEBUG in urllib3.connectionpool: http://localhost:5000 "GET /users/verify?username=chris&password=password2 HTTP/1.1" 200 60
[2021-10-22 17:13:34,955] DEBUG in urllib3.connectionpool: Starting new HTTP connection (1): localhost:5000
[2021-10-22 17:13:34,969] DEBUG in urllib3.connectionpool: http://localhost:5000 "GET /users/verify?username=chris&password=password1 HTTP/1.1" 401 29
[2021-10-22 17:14:44,797] DEBUG in urllib3.connectionpool: Starting new HTTP connection (1): localhost:5000
[2021-10-22 17:14:44,816] DEBUG in urllib3.connectionpool: http://localhost:5000 "GET /users/verify?username=chris&password=password1 HTTP/1.1" 401 29
[2021-10-22 17:14:49,946] DEBUG in urllib3.connectionpool: Starting new HTTP connection (1): localhost:5000
[2021-10-22 17:14:49,956] DEBUG in urllib3.connectionpool: http://localhost:5000 "GET /users/verify?username=chris&password=password2 HTTP/1.1" 200 60
[2021-10-22 17:15:05,942] DEBUG in urllib3.connectionpool: Starting new HTTP connection (1): localhost:5000
[2021-10-22 17:15:05,961] DEBUG in urllib3.connectionpool: http://localhost:5000 "GET /users/verify?username=steve&password=password2 HTTP/1.1" 401 29
[2021-10-22 17:15:13,044] DEBUG in urllib3.connectionpool: Starting new HTTP connection (1): localhost:5000
[2021-10-22 17:15:13,065] DEBUG in urllib3.connectionpool: http://localhost:5000 "GET /users/verify?username=steve&password=password3 HTTP/1.1" 200 60
[2021-10-22 18:16:15,316] DEBUG in urllib3.connectionpool: Starting new HTTP connection (1): localhost:5000
[2021-10-22 18:16:15,328] DEBUG in urllib3.connectionpool: http://localhost:5000 "GET /users/verify?username=chris&password=password2 HTTP/1.1" 200 60
